aesthetic|concerning the appreciation of beauty or taste.|/iːs.ˈθe.tɪk/|Her most recent works have this quirky, half-serious 90's teen culture-inspired aesthetic.|aesthetical, esthetic
reluctant|High-frequency English word|/reluctant/|No sample sentence available.|
falter|High-frequency English word|/falter/|No sample sentence available.|
sorrow|High-frequency English word|/sorrow/|No sample sentence available.|
friend|High-frequency English word|/friend/|No sample sentence available.|
sycophant|High-frequency English word|/sycophant/|No sample sentence available.|
exceptional|High-frequency English word|/exceptional/|No sample sentence available.|
serious|High-frequency English word|/serious/|No sample sentence available.|
calm|High-frequency English word|/calm/|No sample sentence available.|
loose|High-frequency English word|/loose/|No sample sentence available.|
murky|High-frequency English word|/murky/|No sample sentence available.|
awkward|High-frequency English word|/awkward/|No sample sentence available.|
fill|High-frequency English word|/fill/|No sample sentence available.|
listless|High-frequency English word|/listless/|No sample sentence available.|
stranger|High-frequency English word|/stranger/|No sample sentence available.|
axiom|High-frequency English word|/axiom/|No sample sentence available.|
logical|High-frequency English word|/logical/|No sample sentence available.|
barrier|High-frequency English word|/barrier/|No sample sentence available.|
lure|High-frequency English word|/lure/|No sample sentence available.|
remnant|High-frequency English word|/remnant/|No sample sentence available.|
fix|High-frequency English word|/fix/|No sample sentence available.|
strenuous|High-frequency English word|/strenuous/|No sample sentence available.|
blend|High-frequency English word|/blend/|No sample sentence available.|
propagate|High-frequency English word|/propagate/|No sample sentence available.|
ornamental|High-frequency English word|/ornamental/|No sample sentence available.|
gigantic|High-frequency English word|/gigantic/|No sample sentence available.|
thaw|High-frequency English word|/thaw/|No sample sentence available.|
flimsy|High-frequency English word|/flimsy/|No sample sentence available.|
strong|High-frequency English word|/strong/|No sample sentence available.|
cozy|High-frequency English word|/cozy/|No sample sentence available.|
portion|High-frequency English word|/portion/|No sample sentence available.|
defy|High-frequency English word|/defy/|No sample sentence available.|
proud|High-frequency English word|/proud/|No sample sentence available.|
disagree|High-frequency English word|/disagree/|No sample sentence available.|
reduce|High-frequency English word|/reduce/|No sample sentence available.|
cruel|High-frequency English word|/cruel/|No sample sentence available.|
precious|High-frequency English word|/precious/|No sample sentence available.|
contempt|High-frequency English word|/contempt/|No sample sentence available.|
permanent|High-frequency English word|/permanent/|No sample sentence available.|
fiction|High-frequency English word|/fiction/|No sample sentence available.|
stop|High-frequency English word|/stop/|No sample sentence available.|
bind|High-frequency English word|/bind/|No sample sentence available.|
minor|High-frequency English word|/minor/|No sample sentence available.|
encourage|High-frequency English word|/encourage/|No sample sentence available.|
ruthless|High-frequency English word|/ruthless/|No sample sentence available.|
birth|High-frequency English word|/birth/|No sample sentence available.|
miraculous|High-frequency English word|/miraculous/|No sample sentence available.|
predicament|High-frequency English word|/predicament/|No sample sentence available.|
impatient|High-frequency English word|/impatient/|No sample sentence available.|
weary|High-frequency English word|/weary/|No sample sentence available.|
glorious|High-frequency English word|/glorious/|No sample sentence available.|
throng|High-frequency English word|/throng/|No sample sentence available.|
abolish|High-frequency English word|/abolish/|No sample sentence available.|
insolvent|High-frequency English word|/insolvent/|No sample sentence available.|
difficult|High-frequency English word|/difficult/|No sample sentence available.|
rebellious|High-frequency English word|/rebellious/|No sample sentence available.|
abortive|High-frequency English word|/abortive/|No sample sentence available.|
instill|High-frequency English word|/instill/|No sample sentence available.|
daring|High-frequency English word|/daring/|No sample sentence available.|
pretty|High-frequency English word|/pretty/|No sample sentence available.|
barren|High-frequency English word|/barren/|No sample sentence available.|
connect|High-frequency English word|/connect/|No sample sentence available.|
outstanding|High-frequency English word|/outstanding/|No sample sentence available.|
baroque|High-frequency English word|/baroque/|No sample sentence available.|
lunacy|High-frequency English word|/lunacy/|No sample sentence available.|
beautiful|High-frequency English word|/beautiful/|No sample sentence available.|
malice|High-frequency English word|/malice/|No sample sentence available.|
constantly|High-frequency English word|/constantly/|No sample sentence available.|
peevish|High-frequency English word|/peevish/|No sample sentence available.|
reverence|High-frequency English word|/reverence/|No sample sentence available.|
dubious|High-frequency English word|/dubious/|No sample sentence available.|
reputable|High-frequency English word|/reputable/|No sample sentence available.|
forbid|High-frequency English word|/forbid/|No sample sentence available.|
subterfuge|High-frequency English word|/subterfuge/|No sample sentence available.|
condemn|High-frequency English word|/condemn/|No sample sentence available.|
optimist|High-frequency English word|/optimist/|No sample sentence available.|
concur|High-frequency English word|/concur/|No sample sentence available.|
follow|High-frequency English word|/follow/|No sample sentence available.|
opponent|High-frequency English word|/opponent/|No sample sentence available.|
substantial|High-frequency English word|/substantial/|No sample sentence available.|
concrete|High-frequency English word|/concrete/|No sample sentence available.|
open|High-frequency English word|/open/|No sample sentence available.|
enough|High-frequency English word|/enough/|No sample sentence available.|
save|High-frequency English word|/save/|No sample sentence available.|
camouflage|High-frequency English word|/camouflage/|No sample sentence available.|
mutual|High-frequency English word|/mutual/|No sample sentence available.|
contrary|High-frequency English word|/contrary/|No sample sentence available.|
infernal|High-frequency English word|/infernal/|No sample sentence available.|
perturbed|High-frequency English word|/perturbed/|No sample sentence available.|
